id,kind,archetype_id,archetype_name,level,power,power_band,seed,weapon_id,spell_ids,passive_id,pet_id,weapon_level,weapon_quality_tier,track16_scenario_id,potion_slot,spell_behaviors
PL_free_100_rewards_10h,fixed,funeral_burst,Funeral Burst,11,1470,band_004,battle_lab_character_rework_20260525:progression_save:free_100_rewards_10h,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,7,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":3,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_free_100_rewards_15h,fixed,funeral_burst,Funeral Burst,13,1746,band_004,battle_lab_character_rework_20260525:progression_save:free_100_rewards_15h,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,8,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":4,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_free_100_rewards_20h,fixed,funeral_burst,Funeral Burst,14,1918,band_004,battle_lab_character_rework_20260525:progression_save:free_100_rewards_20h,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,9,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":5,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_freemium_basic_2h,fixed,funeral_burst,Funeral Burst,7,554,band_002,battle_lab_character_rework_20260525:progression_save:freemium_basic_2h,cajado_ossario,descarga_nervosa|marca_brasa,,,5,0,,,"{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_freemium_basic_5h,fixed,funeral_burst,Funeral Burst,9,906,band_003,battle_lab_character_rework_20260525:progression_save:freemium_basic_5h,cajado_ossario,descarga_nervosa|marca_brasa,,,6,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":2,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_freemium_basic_10h,fixed,funeral_burst,Funeral Burst,12,1624,band_004,battle_lab_character_rework_20260525:progression_save:freemium_basic_10h,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,8,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":3,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_freemium_basic_15h,fixed,funeral_burst,Funeral Burst,13,1876,band_004,battle_lab_character_rework_20260525:progression_save:freemium_basic_15h,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,9,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":4,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_freemium_basic_20h,fixed,funeral_burst,Funeral Burst,14,2048,band_004,battle_lab_character_rework_20260525:progression_save:freemium_basic_20h,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,10,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":5,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_spender_light_2h,fixed,funeral_burst,Funeral Burst,8,664,band_003,battle_lab_character_rework_20260525:progression_save:spender_light_2h,cajado_ossario,descarga_nervosa|marca_brasa,,,6,0,,,"{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_spender_light_5h,fixed,funeral_burst,Funeral Burst,10,1268,band_004,battle_lab_character_rework_20260525:progression_save:spender_light_5h,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,7,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":2,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_spender_light_10h,fixed,funeral_burst,Funeral Burst,12,1834,band_004,battle_lab_character_rework_20260525:progression_save:spender_light_10h,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,9,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":3,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_spender_light_15h,fixed,funeral_burst,Funeral Burst,14,2150,band_004,battle_lab_character_rework_20260525:progression_save:spender_light_15h,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,10,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":4,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_spender_light_20h,fixed,familiar_handler,Familiar Handler,15,2684,band_005,battle_lab_character_rework_20260525:progression_save:spender_light_20h,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,11,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":5,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""sussurro_medo"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_max_spender_2h,fixed,funeral_burst,Funeral Burst,8,732,band_003,battle_lab_character_rework_20260525:progression_save:max_spender_2h,cajado_ossario,descarga_nervosa|marca_brasa,,,7,0,,,"{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_max_spender_5h,fixed,funeral_burst,Funeral Burst,10,1426,band_004,battle_lab_character_rework_20260525:progression_save:max_spender_5h,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,9,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":2,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_max_spender_10h,fixed,funeral_burst,Funeral Burst,13,2016,band_004,battle_lab_character_rework_20260525:progression_save:max_spender_10h,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,11,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":3,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_max_spender_15h,fixed,funeral_burst,Funeral Burst,14,2308,band_005,battle_lab_character_rework_20260525:progression_save:max_spender_15h,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,12,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":4,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""descarga_nervosa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PL_max_spender_20h,fixed,familiar_handler,Familiar Handler,16,3162,band_005,battle_lab_character_rework_20260525:progression_save:max_spender_20h,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,14,0,,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":5,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}","{""sussurro_medo"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}},""marca_brasa"":{""enabled"":true,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
PLBOT_bot_free_50_rewards_2h_m12,fixed,mental_controller,Mental Controller,6,376,band_002,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_2h_m12,grimorio_veu,sussurro_medo,,,3,0,,,
PLBOT_bot_free_50_rewards_2h_p0,fixed,mental_controller,Mental Controller,6,376,band_002,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_2h_p0,grimorio_veu,sussurro_medo,,,3,0,,,
PLBOT_bot_free_50_rewards_2h_p12,fixed,funeral_burst,Funeral Burst,6,336,band_002,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_2h_p12,cajado_ossario,,,,3,0,,,
PLBOT_bot_free_50_rewards_5h_m12,fixed,elemental_mixer,Elemental Mixer,8,608,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_5h_m12,orbe_tempestade,descarga_nervosa|marca_brasa,,,4,0,,,
PLBOT_bot_free_50_rewards_5h_p0,fixed,elemental_mixer,Elemental Mixer,8,608,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_5h_p0,orbe_tempestade,descarga_nervosa|marca_brasa,,,4,0,,,
PLBOT_bot_free_50_rewards_5h_p12,fixed,funeral_burst,Funeral Burst,8,608,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_5h_p12,cajado_ossario,descarga_nervosa|marca_brasa,,,4,0,,,
PLBOT_bot_free_50_rewards_10h_m12,fixed,elemental_mixer,Elemental Mixer,9,810,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_10h_m12,orbe_tempestade,descarga_nervosa|marca_brasa,,,4,0,,,
PLBOT_bot_free_50_rewards_10h_p0,fixed,elemental_mixer,Elemental Mixer,9,890,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_10h_p0,orbe_tempestade,descarga_nervosa|marca_brasa,,,4,0,,,
PLBOT_bot_free_50_rewards_10h_p12,fixed,funeral_burst,Funeral Burst,9,970,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_10h_p12,cajado_ossario,descarga_nervosa|marca_brasa,,,4,0,,,
PLBOT_bot_free_50_rewards_15h_m12,fixed,elemental_mixer,Elemental Mixer,10,1100,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_15h_m12,orbe_tempestade,descarga_nervosa|marca_brasa,pulso_tempestade,,4,0,,,
PLBOT_bot_free_50_rewards_15h_p0,fixed,elemental_mixer,Elemental Mixer,10,1230,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_15h_p0,orbe_tempestade,descarga_nervosa|marca_brasa,pulso_tempestade,,5,0,,,
PLBOT_bot_free_50_rewards_15h_p12,fixed,funeral_burst,Funeral Burst,10,1360,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_15h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,6,0,,,
PLBOT_bot_free_50_rewards_20h_m12,fixed,elemental_mixer,Elemental Mixer,11,1164,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_20h_m12,orbe_tempestade,descarga_nervosa|marca_brasa,pulso_tempestade,,4,0,,,
PLBOT_bot_free_50_rewards_20h_p0,fixed,elemental_mixer,Elemental Mixer,11,1294,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_20h_p0,orbe_tempestade,descarga_nervosa|marca_brasa,pulso_tempestade,,5,0,,,
PLBOT_bot_free_50_rewards_20h_p12,fixed,funeral_burst,Funeral Burst,11,1424,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_20h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,6,0,,,
PLBOT_bot_free_100_rewards_2h_m12,fixed,funeral_burst,Funeral Burst,7,486,band_002,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_2h_m12,cajado_ossario,descarga_nervosa|marca_brasa,,,4,0,,,
PLBOT_bot_free_100_rewards_2h_p0,fixed,funeral_burst,Funeral Burst,7,486,band_002,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_2h_p0,cajado_ossario,descarga_nervosa|marca_brasa,,,4,0,,,
PLBOT_bot_free_100_rewards_2h_p12,fixed,funeral_burst,Funeral Burst,7,486,band_002,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_2h_p12,cajado_ossario,descarga_nervosa|marca_brasa,,,4,0,,,
PLBOT_bot_free_100_rewards_5h_m12,fixed,funeral_burst,Funeral Burst,9,838,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_5h_m12,cajado_ossario,descarga_nervosa|marca_brasa,,,5,0,,,
PLBOT_bot_free_100_rewards_5h_p0,fixed,funeral_burst,Funeral Burst,9,866,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_5h_p0,cajado_ossario,descarga_nervosa|marca_brasa,,,6,0,,,
PLBOT_bot_free_100_rewards_5h_p12,fixed,funeral_burst,Funeral Burst,9,894,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_5h_p12,cajado_ossario,descarga_nervosa|marca_brasa,,,7,0,,,
PLBOT_bot_free_100_rewards_10h_m12,fixed,funeral_burst,Funeral Burst,11,1300,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_10h_m12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,6,0,,,
PLBOT_bot_free_100_rewards_10h_p0,fixed,funeral_burst,Funeral Burst,11,1430,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_10h_p0,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,7,0,,,
PLBOT_bot_free_100_rewards_10h_p12,fixed,funeral_burst,Funeral Burst,11,1560,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_10h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,8,0,,,
PLBOT_bot_free_100_rewards_15h_m12,fixed,funeral_burst,Funeral Burst,13,1616,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_15h_m12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,7,0,,,
PLBOT_bot_free_100_rewards_15h_p0,fixed,funeral_burst,Funeral Burst,13,1746,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_15h_p0,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,8,0,,,
PLBOT_bot_free_100_rewards_15h_p12,fixed,funeral_burst,Funeral Burst,13,1876,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_15h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,9,0,,,
PLBOT_bot_free_100_rewards_20h_m12,fixed,funeral_burst,Funeral Burst,14,1788,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_20h_m12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,8,0,,,
PLBOT_bot_free_100_rewards_20h_p0,fixed,funeral_burst,Funeral Burst,14,1918,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_20h_p0,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,9,0,,,
PLBOT_bot_free_100_rewards_20h_p12,fixed,funeral_burst,Funeral Burst,14,2048,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_20h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,10,0,,,
PLBOT_bot_freemium_basic_2h_m12,fixed,funeral_burst,Funeral Burst,7,486,band_002,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_2h_m12,cajado_ossario,descarga_nervosa|marca_brasa,,,4,0,,,
PLBOT_bot_freemium_basic_2h_p0,fixed,funeral_burst,Funeral Burst,7,514,band_002,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_2h_p0,cajado_ossario,descarga_nervosa|marca_brasa,,,5,0,,,
PLBOT_bot_freemium_basic_2h_p12,fixed,funeral_burst,Funeral Burst,7,542,band_002,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_2h_p12,cajado_ossario,descarga_nervosa|marca_brasa,,,6,0,,,
PLBOT_bot_freemium_basic_5h_m12,fixed,funeral_burst,Funeral Burst,9,838,band_003,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_5h_m12,cajado_ossario,descarga_nervosa|marca_brasa,,,5,0,,,
PLBOT_bot_freemium_basic_5h_p0,fixed,funeral_burst,Funeral Burst,9,866,band_003,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_5h_p0,cajado_ossario,descarga_nervosa|marca_brasa,,,6,0,,,
PLBOT_bot_freemium_basic_5h_p12,fixed,funeral_burst,Funeral Burst,9,894,band_003,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_5h_p12,cajado_ossario,descarga_nervosa|marca_brasa,,,7,0,,,
PLBOT_bot_freemium_basic_10h_m12,fixed,funeral_burst,Funeral Burst,12,1494,band_004,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_10h_m12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,7,0,,,
PLBOT_bot_freemium_basic_10h_p0,fixed,funeral_burst,Funeral Burst,12,1624,band_004,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_10h_p0,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,8,0,,,
PLBOT_bot_freemium_basic_10h_p12,fixed,funeral_burst,Funeral Burst,12,1754,band_004,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_10h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,9,0,,,
PLBOT_bot_freemium_basic_15h_m12,fixed,funeral_burst,Funeral Burst,13,1746,band_004,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_15h_m12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,8,0,,,
PLBOT_bot_freemium_basic_15h_p0,fixed,funeral_burst,Funeral Burst,13,1876,band_004,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_15h_p0,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,9,0,,,
PLBOT_bot_freemium_basic_15h_p12,fixed,funeral_burst,Funeral Burst,13,2006,band_004,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_15h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,10,0,,,
PLBOT_bot_freemium_basic_20h_m12,fixed,funeral_burst,Funeral Burst,14,1918,band_004,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_20h_m12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,9,0,,,
PLBOT_bot_freemium_basic_20h_p0,fixed,funeral_burst,Funeral Burst,14,2048,band_004,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_20h_p0,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,10,0,,,
PLBOT_bot_freemium_basic_20h_p12,fixed,funeral_burst,Funeral Burst,14,2178,band_004,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_20h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,11,0,,,
PLBOT_bot_spender_light_2h_m12,fixed,funeral_burst,Funeral Burst,8,636,band_003,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_2h_m12,cajado_ossario,descarga_nervosa|marca_brasa,,,5,0,,,
PLBOT_bot_spender_light_2h_p0,fixed,funeral_burst,Funeral Burst,8,664,band_003,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_2h_p0,cajado_ossario,descarga_nervosa|marca_brasa,,,6,0,,,
PLBOT_bot_spender_light_2h_p12,fixed,funeral_burst,Funeral Burst,8,692,band_003,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_2h_p12,cajado_ossario,descarga_nervosa|marca_brasa,,,7,0,,,
PLBOT_bot_spender_light_5h_m12,fixed,funeral_burst,Funeral Burst,10,1098,band_003,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_5h_m12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,6,0,,,
PLBOT_bot_spender_light_5h_p0,fixed,funeral_burst,Funeral Burst,10,1228,band_004,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_5h_p0,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,7,0,,,
PLBOT_bot_spender_light_5h_p12,fixed,funeral_burst,Funeral Burst,10,1358,band_004,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_5h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,8,0,,,
PLBOT_bot_spender_light_10h_m12,fixed,funeral_burst,Funeral Burst,12,1704,band_004,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_10h_m12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,8,0,,,
PLBOT_bot_spender_light_10h_p0,fixed,funeral_burst,Funeral Burst,12,1834,band_004,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_10h_p0,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,9,0,,,
PLBOT_bot_spender_light_10h_p12,fixed,funeral_burst,Funeral Burst,12,1964,band_004,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_10h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,10,0,,,
PLBOT_bot_spender_light_15h_m12,fixed,funeral_burst,Funeral Burst,14,1940,band_004,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_15h_m12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,9,0,,,
PLBOT_bot_spender_light_15h_p0,fixed,funeral_burst,Funeral Burst,14,2150,band_004,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_15h_p0,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,10,0,,,
PLBOT_bot_spender_light_15h_p12,fixed,funeral_burst,Funeral Burst,14,2280,band_005,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_15h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,11,0,,,
PLBOT_bot_spender_light_20h_m12,fixed,familiar_handler,Familiar Handler,15,2406,band_005,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_20h_m12,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,10,0,,,
PLBOT_bot_spender_light_20h_p0,fixed,familiar_handler,Familiar Handler,15,2684,band_005,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_20h_p0,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,11,0,,,
PLBOT_bot_spender_light_20h_p12,fixed,funeral_burst,Funeral Burst,15,2962,band_005,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_20h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,cranio_errante,12,0,,,
PLBOT_bot_max_spender_2h_m12,fixed,funeral_burst,Funeral Burst,8,664,band_003,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_2h_m12,cajado_ossario,descarga_nervosa|marca_brasa,,,6,0,,,
PLBOT_bot_max_spender_2h_p0,fixed,funeral_burst,Funeral Burst,8,692,band_003,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_2h_p0,cajado_ossario,descarga_nervosa|marca_brasa,,,7,0,,,
PLBOT_bot_max_spender_2h_p12,fixed,funeral_burst,Funeral Burst,8,720,band_003,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_2h_p12,cajado_ossario,descarga_nervosa|marca_brasa,,,8,0,,,
PLBOT_bot_max_spender_5h_m12,fixed,funeral_burst,Funeral Burst,10,1256,band_004,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_5h_m12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,8,0,,,
