id,kind,archetype_id,archetype_name,level,power,power_band,seed,weapon_id,spell_ids,passive_id,pet_id,weapon_level,weapon_quality_tier
PL_max_spender_15h,fixed,familiar_handler,Familiar Handler,17,3002,band_005,battle_lab_character_rework_20260525:progression_save:max_spender_15h,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,17,0
PL_max_spender_20h,fixed,familiar_handler,Familiar Handler,19,3398,band_005,battle_lab_character_rework_20260525:progression_save:max_spender_20h,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,19,1
PLBOT_bot_free_50_rewards_2h_m12,fixed,starter_instrument,Starter Instrument,8,486,band_002,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_2h_m12,orbe_tempestade,,,,5,0
PLBOT_bot_free_50_rewards_2h_p0,fixed,elemental_mixer,Elemental Mixer,8,626,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_2h_p0,orbe_tempestade,descarga_nervosa|marca_brasa,,,5,0
PLBOT_bot_free_50_rewards_2h_p12,fixed,funeral_burst,Funeral Burst,8,556,band_002,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_2h_p12,orbe_tempestade,descarga_nervosa,,,5,0
PLBOT_bot_free_50_rewards_5h_m12,fixed,starter_instrument,Starter Instrument,10,600,band_002,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_5h_m12,orbe_tempestade,,,,6,0
PLBOT_bot_free_50_rewards_5h_p0,fixed,elemental_mixer,Elemental Mixer,10,1016,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_5h_p0,orbe_tempestade,descarga_nervosa|marca_brasa,pulso_tempestade,,6,0
PLBOT_bot_free_50_rewards_5h_p12,fixed,funeral_burst,Funeral Burst,10,876,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_5h_p12,orbe_tempestade,descarga_nervosa,ossuario_interior,,6,0
PLBOT_bot_free_50_rewards_10h_m12,fixed,starter_instrument,Starter Instrument,12,744,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_10h_m12,orbe_tempestade,,,,8,0
PLBOT_bot_free_50_rewards_10h_p0,fixed,elemental_mixer,Elemental Mixer,12,1296,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_10h_p0,orbe_tempestade,descarga_nervosa|marca_brasa,pulso_tempestade,,8,0
PLBOT_bot_free_50_rewards_10h_p12,fixed,funeral_burst,Funeral Burst,12,1121,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_10h_p12,orbe_tempestade,descarga_nervosa,ossuario_interior,,8,0
PLBOT_bot_free_50_rewards_15h_m12,fixed,starter_instrument,Starter Instrument,14,858,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_15h_m12,orbe_tempestade,,,,9,0
PLBOT_bot_free_50_rewards_15h_p0,fixed,elemental_mixer,Elemental Mixer,14,1480,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_15h_p0,orbe_tempestade,descarga_nervosa|marca_brasa,pulso_tempestade,,9,0
PLBOT_bot_free_50_rewards_15h_p12,fixed,funeral_burst,Funeral Burst,14,1270,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_15h_p12,orbe_tempestade,descarga_nervosa,ossuario_interior,,9,0
PLBOT_bot_free_50_rewards_20h_m12,fixed,starter_instrument,Starter Instrument,15,900,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_20h_m12,orbe_tempestade,,,,9,0
PLBOT_bot_free_50_rewards_20h_p0,fixed,elemental_mixer,Elemental Mixer,15,1824,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_20h_p0,orbe_tempestade,descarga_nervosa|marca_brasa,pulso_tempestade,serpe_tempestade,9,0
PLBOT_bot_free_50_rewards_20h_p12,fixed,funeral_burst,Funeral Burst,15,1579,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_50_rewards_20h_p12,orbe_tempestade,descarga_nervosa,ossuario_interior,cranio_errante,9,0
PLBOT_bot_free_100_rewards_2h_m12,fixed,starter_instrument,Starter Instrument,8,516,band_002,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_2h_m12,cajado_ossario,,,,6,0
PLBOT_bot_free_100_rewards_2h_p0,fixed,funeral_burst,Funeral Burst,8,656,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_2h_p0,cajado_ossario,descarga_nervosa,,,6,0
PLBOT_bot_free_100_rewards_2h_p12,fixed,funeral_burst,Funeral Burst,8,656,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_2h_p12,cajado_ossario,descarga_nervosa,,,6,0
PLBOT_bot_free_100_rewards_5h_m12,fixed,starter_instrument,Starter Instrument,11,702,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_5h_m12,cajado_ossario,,,,8,0
PLBOT_bot_free_100_rewards_5h_p0,fixed,funeral_burst,Funeral Burst,11,1035,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_5h_p0,cajado_ossario,descarga_nervosa,ossuario_interior,,8,0
PLBOT_bot_free_100_rewards_5h_p12,fixed,funeral_burst,Funeral Burst,11,1070,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_5h_p12,cajado_ossario,descarga_nervosa,ossuario_interior,,8,0
PLBOT_bot_free_100_rewards_10h_m12,fixed,starter_instrument,Starter Instrument,14,918,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_10h_m12,cajado_ossario,,,,11,0
PLBOT_bot_free_100_rewards_10h_p0,fixed,funeral_burst,Funeral Burst,14,1409,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_10h_p0,cajado_ossario,descarga_nervosa,ossuario_interior,,11,0
PLBOT_bot_free_100_rewards_10h_p12,fixed,funeral_burst,Funeral Burst,14,1444,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_10h_p12,cajado_ossario,descarga_nervosa,ossuario_interior,,11,0
PLBOT_bot_free_100_rewards_15h_m12,fixed,starter_instrument,Starter Instrument,16,1032,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_15h_m12,orbe_tempestade,,,,12,0
PLBOT_bot_free_100_rewards_15h_p0,fixed,elemental_mixer,Elemental Mixer,16,2230,band_005,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_15h_p0,orbe_tempestade,descarga_nervosa|marca_brasa,pulso_tempestade,serpe_tempestade,12,0
PLBOT_bot_free_100_rewards_15h_p12,fixed,funeral_burst,Funeral Burst,16,1915,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_15h_p12,orbe_tempestade,descarga_nervosa,ossuario_interior,cranio_errante,12,0
PLBOT_bot_free_100_rewards_20h_m12,fixed,starter_instrument,Starter Instrument,17,1104,band_003,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_20h_m12,orbe_tempestade,,,,13,0
PLBOT_bot_free_100_rewards_20h_p0,fixed,elemental_mixer,Elemental Mixer,17,2394,band_005,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_20h_p0,orbe_tempestade,descarga_nervosa|marca_brasa,pulso_tempestade,serpe_tempestade,13,0
PLBOT_bot_free_100_rewards_20h_p12,fixed,funeral_burst,Funeral Burst,17,2044,band_004,battle_lab_character_rework_20260525:progression_bot:bot_free_100_rewards_20h_p12,orbe_tempestade,descarga_nervosa,ossuario_interior,cranio_errante,13,0
PLBOT_bot_freemium_basic_2h_m12,fixed,starter_instrument,Starter Instrument,9,588,band_002,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_2h_m12,cajado_ossario,,,,7,0
PLBOT_bot_freemium_basic_2h_p0,fixed,funeral_burst,Funeral Burst,9,728,band_003,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_2h_p0,cajado_ossario,descarga_nervosa,,,7,0
PLBOT_bot_freemium_basic_2h_p12,fixed,funeral_burst,Funeral Burst,9,728,band_003,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_2h_p12,cajado_ossario,descarga_nervosa,,,7,0
PLBOT_bot_freemium_basic_5h_m12,fixed,starter_instrument,Starter Instrument,11,732,band_003,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_5h_m12,cajado_ossario,,,,9,0
PLBOT_bot_freemium_basic_5h_p0,fixed,funeral_burst,Funeral Burst,11,1122,band_003,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_5h_p0,cajado_ossario,descarga_nervosa,ossuario_interior,,9,0
PLBOT_bot_freemium_basic_5h_p12,fixed,funeral_burst,Funeral Burst,11,1157,band_003,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_5h_p12,cajado_ossario,descarga_nervosa,ossuario_interior,,9,0
PLBOT_bot_freemium_basic_10h_m12,fixed,starter_instrument,Starter Instrument,14,918,band_003,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_10h_m12,cajado_ossario,,,,11,0
PLBOT_bot_freemium_basic_10h_p0,fixed,funeral_burst,Funeral Burst,14,1466,band_004,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_10h_p0,cajado_ossario,descarga_nervosa,ossuario_interior,,11,0
PLBOT_bot_freemium_basic_10h_p12,fixed,funeral_burst,Funeral Burst,14,1501,band_004,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_10h_p12,cajado_ossario,descarga_nervosa,ossuario_interior,,11,0
PLBOT_bot_freemium_basic_15h_m12,fixed,starter_instrument,Starter Instrument,16,1062,band_003,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_15h_m12,varinha_cinzas,,,,13,0
PLBOT_bot_freemium_basic_15h_p0,fixed,familiar_handler,Familiar Handler,16,2382,band_005,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_15h_p0,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,13,0
PLBOT_bot_freemium_basic_15h_p12,fixed,funeral_burst,Funeral Burst,16,2032,band_004,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_15h_p12,varinha_cinzas,descarga_nervosa,ossuario_interior,cranio_errante,13,0
PLBOT_bot_freemium_basic_20h_m12,fixed,starter_instrument,Starter Instrument,17,1134,band_003,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_20h_m12,varinha_cinzas,,,,14,0
PLBOT_bot_freemium_basic_20h_p0,fixed,familiar_handler,Familiar Handler,17,2546,band_005,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_20h_p0,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,14,0
PLBOT_bot_freemium_basic_20h_p12,fixed,funeral_burst,Funeral Burst,17,2161,band_004,battle_lab_character_rework_20260525:progression_bot:bot_freemium_basic_20h_p12,varinha_cinzas,descarga_nervosa,ossuario_interior,cranio_errante,14,0
PLBOT_bot_spender_light_2h_m12,fixed,starter_instrument,Starter Instrument,9,618,band_003,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_2h_m12,cajado_ossario,,,,8,0
PLBOT_bot_spender_light_2h_p0,fixed,funeral_burst,Funeral Burst,9,793,band_003,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_2h_p0,cajado_ossario,descarga_nervosa,,,8,0
PLBOT_bot_spender_light_2h_p12,fixed,funeral_burst,Funeral Burst,9,828,band_003,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_2h_p12,cajado_ossario,descarga_nervosa,,,8,0
PLBOT_bot_spender_light_5h_m12,fixed,starter_instrument,Starter Instrument,12,804,band_003,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_5h_m12,cajado_ossario,,,,10,0
PLBOT_bot_spender_light_5h_p0,fixed,funeral_burst,Funeral Burst,12,1273,band_004,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_5h_p0,cajado_ossario,descarga_nervosa,ossuario_interior,,10,0
PLBOT_bot_spender_light_5h_p12,fixed,funeral_burst,Funeral Burst,12,1308,band_004,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_5h_p12,cajado_ossario,descarga_nervosa,ossuario_interior,,10,0
PLBOT_bot_spender_light_10h_m12,fixed,starter_instrument,Starter Instrument,15,1020,band_003,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_10h_m12,varinha_cinzas,,,,13,0
PLBOT_bot_spender_light_10h_p0,fixed,familiar_handler,Familiar Handler,15,2410,band_005,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_10h_p0,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,13,0
PLBOT_bot_spender_light_10h_p12,fixed,funeral_burst,Funeral Burst,15,2025,band_004,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_10h_p12,varinha_cinzas,descarga_nervosa,ossuario_interior,cranio_errante,13,0
PLBOT_bot_spender_light_15h_m12,fixed,starter_instrument,Starter Instrument,16,1092,band_003,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_15h_m12,varinha_cinzas,,,,14,0
PLBOT_bot_spender_light_15h_p0,fixed,familiar_handler,Familiar Handler,16,2534,band_005,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_15h_p0,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,14,0
PLBOT_bot_spender_light_15h_p12,fixed,funeral_burst,Funeral Burst,16,2149,band_004,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_15h_p12,varinha_cinzas,descarga_nervosa,ossuario_interior,cranio_errante,14,0
PLBOT_bot_spender_light_20h_m12,fixed,starter_instrument,Starter Instrument,18,1236,band_004,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_20h_m12,varinha_cinzas,,,,16,0
PLBOT_bot_spender_light_20h_p0,fixed,familiar_handler,Familiar Handler,18,2892,band_005,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_20h_p0,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,16,0
PLBOT_bot_spender_light_20h_p12,fixed,funeral_burst,Funeral Burst,18,2472,band_005,battle_lab_character_rework_20260525:progression_bot:bot_spender_light_20h_p12,varinha_cinzas,descarga_nervosa,ossuario_interior,cranio_errante,16,0
PLBOT_bot_max_spender_2h_m12,fixed,starter_instrument,Starter Instrument,9,648,band_003,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_2h_m12,cajado_ossario,,,,9,0
PLBOT_bot_max_spender_2h_p0,fixed,funeral_burst,Funeral Burst,9,858,band_003,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_2h_p0,cajado_ossario,descarga_nervosa,,,9,0
PLBOT_bot_max_spender_2h_p12,fixed,funeral_burst,Funeral Burst,9,893,band_003,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_2h_p12,cajado_ossario,descarga_nervosa,,,9,0
PLBOT_bot_max_spender_5h_m12,fixed,starter_instrument,Starter Instrument,12,864,band_003,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_5h_m12,cajado_ossario,,,,12,0
PLBOT_bot_max_spender_5h_p0,fixed,funeral_burst,Funeral Burst,12,1425,band_004,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_5h_p0,cajado_ossario,descarga_nervosa,ossuario_interior,,12,0
PLBOT_bot_max_spender_5h_p12,fixed,funeral_burst,Funeral Burst,12,1460,band_004,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_5h_p12,cajado_ossario,descarga_nervosa,ossuario_interior,,12,0
PLBOT_bot_max_spender_10h_m12,fixed,starter_instrument,Starter Instrument,15,1080,band_003,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_10h_m12,varinha_cinzas,,,,15,0
PLBOT_bot_max_spender_10h_p0,fixed,familiar_handler,Familiar Handler,15,2622,band_005,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_10h_p0,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,15,0
PLBOT_bot_max_spender_10h_p12,fixed,funeral_burst,Funeral Burst,15,2237,band_005,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_10h_p12,varinha_cinzas,descarga_nervosa,ossuario_interior,cranio_errante,15,0
PLBOT_bot_max_spender_15h_m12,fixed,starter_instrument,Starter Instrument,17,1224,band_004,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_15h_m12,varinha_cinzas,,,,17,0
PLBOT_bot_max_spender_15h_p0,fixed,familiar_handler,Familiar Handler,17,3002,band_005,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_15h_p0,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,17,0
PLBOT_bot_max_spender_15h_p12,fixed,funeral_burst,Funeral Burst,17,2547,band_005,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_15h_p12,varinha_cinzas,descarga_nervosa,ossuario_interior,cranio_errante,17,0
PLBOT_bot_max_spender_20h_m12,fixed,starter_instrument,Starter Instrument,19,1398,band_004,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_20h_m12,varinha_cinzas,,,,19,1
PLBOT_bot_max_spender_20h_p0,fixed,familiar_handler,Familiar Handler,19,3398,band_005,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_20h_p0,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,19,1
PLBOT_bot_max_spender_20h_p12,fixed,funeral_burst,Funeral Burst,19,2873,band_005,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_20h_p12,varinha_cinzas,descarga_nervosa,ossuario_interior,cranio_errante,19,1
